DEPARTAMENTO;"GRUPO 
DE CULTIVO";DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;Hectáreas sembradas, 2007-2012
HUILA;TUBERCULOS Y PLATANOS;PAPA;200,5
HUILA;TUBERCULOS Y PLATANOS;PAPA CRIOLLA;24,5
HUILA;TUBERCULOS Y PLATANOS;PLATANO;167197
HUILA;TUBERCULOS Y PLATANOS;YUCA;24016
LA GUAJIRA;CEREALES;ARROZ RIEGO;8701
LA GUAJIRA;CEREALES;MAIZ TECNIFICADO;4511,5
LA GUAJIRA;CEREALES;MAIZ TRADICIONAL;54794
LA GUAJIRA;CEREALES;SORGO;6397
LA GUAJIRA;FIBRAS;ALGODON;6730
LA GUAJIRA;FRUTALES;AGUACATE;2760
LA GUAJIRA;FRUTALES;BANANO EXPORTACION;12166
LA GUAJIRA;FRUTALES;COCO;3039
LA GUAJIRA;FRUTALES;FRUTALES VARIOS;25
LA GUAJIRA;FRUTALES;LIMON;832
LA GUAJIRA;FRUTALES;LULO;370
LA GUAJIRA;FRUTALES;MANGO;1937
LA GUAJIRA;FRUTALES;MARACUYA;185
LA GUAJIRA;FRUTALES;MELON;989,5
LA GUAJIRA;FRUTALES;NARANJA;1384
LA GUAJIRA;FRUTALES;PATILLA;5650
LA GUAJIRA;FRUTALES;PIÑA;190
LA GUAJIRA;FRUTALES;TOMATE DE ARBOL;599
LA GUAJIRA;HORTALIZAS;AHUYAMA;2421
LA GUAJIRA;HORTALIZAS;AJI;1111
LA GUAJIRA;HORTALIZAS;TOMATE;1108
LA GUAJIRA;LEGUMINOSAS;FRIJOL;6986
LA GUAJIRA;OLEAGINOSAS;PALMA DE ACEITE;6412
LA GUAJIRA;OTROS PERMANENTES;CACAO;2771
LA GUAJIRA;OTROS PERMANENTES;CAFE;33347
LA GUAJIRA;OTROS PERMANENTES;CAÑA PANELERA;332
LA GUAJIRA;OTROS TRANSITORIOS;TABACO RUBIO;186
LA GUAJIRA;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;ACHIOTE (BIJA);868
LA GUAJIRA;TUBERCULOS Y PLATANOS;ARRACACHA;523
LA GUAJIRA;TUBERCULOS Y PLATANOS;MALANGA;4407
LA GUAJIRA;TUBERCULOS Y PLATANOS;ÑAME;1715
LA GUAJIRA;TUBERCULOS Y PLATANOS;PLATANO;10183
LA GUAJIRA;TUBERCULOS Y PLATANOS;YUCA;23220
MAGDALENA;CEREALES;ARROZ RIEGO;11734,5
MAGDALENA;CEREALES;MAIZ TRADICIONAL;121994
MAGDALENA;CEREALES;SORGO;100
MAGDALENA;FIBRAS;ALGODON;1763
MAGDALENA;FRUTALES;BANANO EXPORTACION;73369
MAGDALENA;FRUTALES;CITRICOS;15839
MAGDALENA;FRUTALES;COCO;5477
MAGDALENA;FRUTALES;GUAYABA;616
MAGDALENA;FRUTALES;GUAYABA PERA;72
MAGDALENA;FRUTALES;LIMON;19
MAGDALENA;FRUTALES;LULO;2262
MAGDALENA;FRUTALES;MANGO;14295
MAGDALENA;FRUTALES;MARACUYA;3204
MAGDALENA;FRUTALES;MELON;2458,5
MAGDALENA;FRUTALES;MORA;293
MAGDALENA;FRUTALES;NARANJA;2846
MAGDALENA;FRUTALES;PAPAYA;3699
MAGDALENA;FRUTALES;PATILLA;2593,5
MAGDALENA;FRUTALES;TOMATE DE ARBOL;1609
MAGDALENA;HORTALIZAS;AHUYAMA;1330,5
MAGDALENA;HORTALIZAS;AJI;4996,5
MAGDALENA;HORTALIZAS;BERENJENA;397
MAGDALENA;HORTALIZAS;CILANTRO;1461
MAGDALENA;HORTALIZAS;COL;1236,5
MAGDALENA;HORTALIZAS;TOMATE;3013,5
MAGDALENA;LEGUMINOSAS;FRIJOL;11395,5
MAGDALENA;OLEAGINOSAS;AJONJOLI;4908
MAGDALENA;OLEAGINOSAS;PALMA DE ACEITE;235462
MAGDALENA;OTROS PERMANENTES;CACAO;13338
MAGDALENA;OTROS PERMANENTES;CAFE;111718
MAGDALENA;OTROS PERMANENTES;TABACO NEGRO;538
MAGDALENA;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;SABILA;124
MAGDALENA;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;STEVIA;6
MAGDALENA;TUBERCULOS Y PLATANOS;BATATA;5
MAGDALENA;TUBERCULOS Y PLATANOS;ÑAME;2655
MAGDALENA;TUBERCULOS Y PLATANOS;PLATANO;15512
MAGDALENA;TUBERCULOS Y PLATANOS;YUCA;132563
META;CEREALES;ARROZ RIEGO;89244
META;CEREALES;ARROZ SECANO MECANIZADO;228620
META;CEREALES;MAIZ FORRAJERO;520
META;CEREALES;MAIZ TECNIFICADO;56827
META;CEREALES;MAIZ TRADICIONAL;32725,5
META;FIBRAS;ALGODON;337
META;FORESTALES;CAUCHO;49446
META;FRUTALES;AGUACATE;1909
META;FRUTALES;ARAZA;114
META;FRUTALES;BANANO;17
META;FRUTALES;CITRICOS;34032
META;FRUTALES;DURAZNO;115
META;FRUTALES;GUANABANA;395
META;FRUTALES;GUAYABA;801
META;FRUTALES;GUAYABA PERA;13953
META;FRUTALES;LULO;485
META;FRUTALES;MANGOSTINO;14
META;FRUTALES;MARACUYA;5812
META;FRUTALES;MORA;561
META;FRUTALES;PAPAYA;3270
META;FRUTALES;PATILLA;4971
META;FRUTALES;PIÑA;2366
META;FRUTALES;TOMATE DE ARBOL;71
META;FRUTALES;UCHUVA;10
META;FRUTALES;ZAPOTE;10
META;HONGOS;ORELLANA;1
META;HORTALIZAS;AHUYAMA;1
META;HORTALIZAS;AJI;116
META;HORTALIZAS;CALABAZA;2
META;HORTALIZAS;CEBOLLA DE BULBO;1
META;HORTALIZAS;CEBOLLA DE RAMA;2
META;HORTALIZAS;CILANTRO;1
META;HORTALIZAS;PEPINO GUISO;3
META;HORTALIZAS;TOMATE;2,5
META;LEGUMINOSAS;ARVEJA;6
META;LEGUMINOSAS;FRIJOL;5153
META;LEGUMINOSAS;SOYA;136305
META;OLEAGINOSAS;PALMA DE ACEITE;805790
META;OTROS PERMANENTES;CACAO;25949
META;OTROS PERMANENTES;CAFE;17303
META;OTROS PERMANENTES;CAÑA AZUCARERA;8759
META;OTROS PERMANENTES;CAÑA PANELERA;14823
META;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;FLOR DE JAMAICA;8
META;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;STEVIA;13
META;TUBERCULOS Y PLATANOS;CHONQUE;59
META;TUBERCULOS Y PLATANOS;PAPA;1
META;TUBERCULOS Y PLATANOS;PLATANO;107034
META;TUBERCULOS Y PLATANOS;SAGU;412
META;TUBERCULOS Y PLATANOS;YUCA;30537
NARIÑO;CEREALES;ARROZ SECANO MANUAL;6322
NARIÑO;CEREALES;CEBADA;1866,5
NARIÑO;CEREALES;MAIZ FORRAJERO;2
NARIÑO;CEREALES;MAIZ TECNIFICADO;3125,5
NARIÑO;CEREALES;MAIZ TRADICIONAL;74574,5
NARIÑO;CEREALES;QUINUA;452
NARIÑO;CEREALES;TRIGO;31187,5
NARIÑO;FIBRAS;FIQUE;42674
NARIÑO;FIBRAS;IRACA;1192
NARIÑO;FLORES Y FOLLAJES;ANTURIO;19
NARIÑO;FLORES Y FOLLAJES;GIRASOL;8
NARIÑO;FLORES Y FOLLAJES;HELICONIA;14
NARIÑO;FLORES Y FOLLAJES;POMPON Y CRISANTEMO;4,5
NARIÑO;FRUTALES;AGUACATE;398
NARIÑO;FRUTALES;BANANITO;6656
NARIÑO;FRUTALES;BANANO;31095
NARIÑO;FRUTALES;BOROJO;4789
NARIÑO;FRUTALES;CHAMBA;2
NARIÑO;FRUTALES;CHIRIMOYA;73
NARIÑO;FRUTALES;CHIRO;858
NARIÑO;FRUTALES;CHONTADURO;2830
NARIÑO;FRUTALES;CIRUELA;15
NARIÑO;FRUTALES;CITRICOS;26217
NARIÑO;FRUTALES;COCO;65219
NARIÑO;FRUTALES;CURUBA;68
NARIÑO;FRUTALES;FRESA;275
NARIÑO;FRUTALES;GRANADILLA;892
NARIÑO;FRUTALES;GUAMA;12
NARIÑO;FRUTALES;GUANABANA;517
NARIÑO;FRUTALES;GUAYABA;397
NARIÑO;FRUTALES;GULUPA;1
NARIÑO;FRUTALES;LIMON;310
NARIÑO;FRUTALES;LULO;3709
NARIÑO;FRUTALES;MANDARINA;3
NARIÑO;FRUTALES;MANGO;612
NARIÑO;FRUTALES;MARACUYA;827
NARIÑO;FRUTALES;MORA;3972
NARIÑO;FRUTALES;NARANJA;13
NARIÑO;FRUTALES;PAPAYA;1339
NARIÑO;FRUTALES;PATILLA;162,5
NARIÑO;FRUTALES;PEPA DE PAN;195
NARIÑO;FRUTALES;PIÑA;1300
NARIÑO;FRUTALES;PITAHAYA;1
NARIÑO;FRUTALES;TOMATE DE ARBOL;4361
NARIÑO;FRUTALES;UCHUVA;402
NARIÑO;FRUTALES;UVA;1
NARIÑO;FRUTALES;ZAPOTE;580
NARIÑO;HORTALIZAS;AJI;3
NARIÑO;HORTALIZAS;AJO;257,5
NARIÑO;HORTALIZAS;APIO;0
NARIÑO;HORTALIZAS;BROCOLI;229
NARIÑO;HORTALIZAS;CEBOLLA DE BULBO;1190
NARIÑO;HORTALIZAS;CEBOLLA DE RAMA;4800
NARIÑO;HORTALIZAS;CILANTRO;469
NARIÑO;HORTALIZAS;COL;10
NARIÑO;HORTALIZAS;COLIFLOR;1135
NARIÑO;HORTALIZAS;HORTALIZAS VARIAS;70
NARIÑO;HORTALIZAS;LECHUGA;729
NARIÑO;HORTALIZAS;PALMITO;22063
NARIÑO;HORTALIZAS;PEPINO COHOMBRO;84
NARIÑO;HORTALIZAS;PIMENTON;275
NARIÑO;HORTALIZAS;RABANO;1
NARIÑO;HORTALIZAS;REMOLACHA;145
NARIÑO;HORTALIZAS;REPOLLO;1645,5
NARIÑO;HORTALIZAS;TOMATE;1546
NARIÑO;HORTALIZAS;TOMATE INVERNADERO;701,5
NARIÑO;HORTALIZAS;ZANAHORIA;5000
NARIÑO;LEGUMINOSAS;ARVEJA;28513,5
NARIÑO;LEGUMINOSAS;FRIJOL;36202
NARIÑO;LEGUMINOSAS;FRIJOL ARBUSTIVO;10642,5
NARIÑO;LEGUMINOSAS;FRIJOL VOLUBLE;3497,5
NARIÑO;LEGUMINOSAS;HABA;3335
NARIÑO;LEGUMINOSAS;HABICHUELA;102
NARIÑO;LEGUMINOSAS;MANI;4745
NARIÑO;OLEAGINOSAS;PALMA DE ACEITE;110537
NARIÑO;OTROS PERMANENTES;CACAO;86284
NARIÑO;OTROS PERMANENTES;CAFE;193531
NARIÑO;OTROS PERMANENTES;CAÑA PANELERA;100816
NARIÑO;OTROS TRANSITORIOS;TABACO RUBIO;10
NARIÑO;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;ALBAHACA;16
NARIÑO;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;ANIS;6
NARIÑO;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;CHILLANGUA;9
NARIÑO;TUBERCULOS Y PLATANOS;ACHIRA;1107
NARIÑO;TUBERCULOS Y PLATANOS;ARRACACHA;1295
NARIÑO;TUBERCULOS Y PLATANOS;BATATA;41
NARIÑO;TUBERCULOS Y PLATANOS;ÑAME;3
NARIÑO;TUBERCULOS Y PLATANOS;PAPA;102980,5
NARIÑO;TUBERCULOS Y PLATANOS;PAPA CHINA;1630
NARIÑO;TUBERCULOS Y PLATANOS;PAPA CRIOLLA;4872
NARIÑO;TUBERCULOS Y PLATANOS;PLATANO;158016
NARIÑO;TUBERCULOS Y PLATANOS;ULLUCO;1076
NARIÑO;TUBERCULOS Y PLATANOS;YUCA;8430
NORTE DE SANTANDER;CEREALES;ARROZ RIEGO;92934,5
NORTE DE SANTANDER;CEREALES;MAIZ TECNIFICADO;2087,5
NORTE DE SANTANDER;CEREALES;MAIZ TRADICIONAL;33460
NORTE DE SANTANDER;CEREALES;TRIGO;187,5
NORTE DE SANTANDER;FIBRAS;FIQUE;322
NORTE DE SANTANDER;FLORES Y FOLLAJES;ASTROMELIA;2
NORTE DE SANTANDER;FLORES Y FOLLAJES;CARTUCHO-ASTROMELIA;2
NORTE DE SANTANDER;FLORES Y FOLLAJES;FLORES Y FOLLAJES;27
NORTE DE SANTANDER;FRUTALES;AGUACATE;1000
NORTE DE SANTANDER;FRUTALES;BANANO;6892
NORTE DE SANTANDER;FRUTALES;BREVO;171
NORTE DE SANTANDER;FRUTALES;CIRUELA;108
NORTE DE SANTANDER;FRUTALES;CITRICOS;327
NORTE DE SANTANDER;FRUTALES;CURUBA;1682
NORTE DE SANTANDER;FRUTALES;DURAZNO;2623
NORTE DE SANTANDER;FRUTALES;FEIJOA;12
NORTE DE SANTANDER;FRUTALES;FRESA;828
NORTE DE SANTANDER;FRUTALES;GRANADILLA;6
NORTE DE SANTANDER;FRUTALES;GUANABANA;42
NORTE DE SANTANDER;FRUTALES;GUAYABA;70
NORTE DE SANTANDER;FRUTALES;GULUPA;15
NORTE DE SANTANDER;FRUTALES;LIMON;8194
NORTE DE SANTANDER;FRUTALES;LULO;1755
NORTE DE SANTANDER;FRUTALES;MANDARINA;3617
NORTE DE SANTANDER;FRUTALES;MANGO;88
NORTE DE SANTANDER;FRUTALES;MANZANA;24
NORTE DE SANTANDER;FRUTALES;MARACUYA;733
NORTE DE SANTANDER;FRUTALES;MELON;153,5
NORTE DE SANTANDER;FRUTALES;MORA;2860
NORTE DE SANTANDER;FRUTALES;NARANJA;3515
NORTE DE SANTANDER;FRUTALES;PAPAYA;579
NORTE DE SANTANDER;FRUTALES;PATILLA;125,5
NORTE DE SANTANDER;FRUTALES;PIÑA;2061
NORTE DE SANTANDER;FRUTALES;TOMATE DE ARBOL;1268
NORTE DE SANTANDER;FRUTALES;UCHUVA;168
NORTE DE SANTANDER;FRUTALES;UVA;49
NORTE DE SANTANDER;FRUTALES;ZAPOTE;240
NORTE DE SANTANDER;HORTALIZAS;ACELGA;24
NORTE DE SANTANDER;HORTALIZAS;AHUYAMA;101,5
NORTE DE SANTANDER;HORTALIZAS;AJI;40
NORTE DE SANTANDER;HORTALIZAS;AJO;90
NORTE DE SANTANDER;HORTALIZAS;APIO;205
NORTE DE SANTANDER;HORTALIZAS;BROCOLI;218,5
NORTE DE SANTANDER;HORTALIZAS;CEBOLLA DE BULBO;13628
NORTE DE SANTANDER;HORTALIZAS;CEBOLLA DE RAMA;652
NORTE DE SANTANDER;HORTALIZAS;CILANTRO;615,5
NORTE DE SANTANDER;HORTALIZAS;COLIFLOR;210
NORTE DE SANTANDER;HORTALIZAS;ESPINACA;78,5
NORTE DE SANTANDER;HORTALIZAS;HORTALIZAS VARIAS;396,5
NORTE DE SANTANDER;HORTALIZAS;LECHUGA;232
NORTE DE SANTANDER;HORTALIZAS;PEPINO COHOMBRO;64,5
NORTE DE SANTANDER;HORTALIZAS;PIMENTON;606
NORTE DE SANTANDER;HORTALIZAS;PUERRO;8
NORTE DE SANTANDER;HORTALIZAS;REMOLACHA;182
NORTE DE SANTANDER;HORTALIZAS;REPOLLO;207
NORTE DE SANTANDER;HORTALIZAS;TOMATE;8155
NORTE DE SANTANDER;HORTALIZAS;TOMATE INVERNADERO;5,5
NORTE DE SANTANDER;HORTALIZAS;ZANAHORIA;757
NORTE DE SANTANDER;LEGUMINOSAS;ARVEJA;1578
NORTE DE SANTANDER;LEGUMINOSAS;FRIJOL;23871
NORTE DE SANTANDER;LEGUMINOSAS;HABA;65,5
NORTE DE SANTANDER;LEGUMINOSAS;HABICHUELA;516
NORTE DE SANTANDER;OLEAGINOSAS;PALMA DE ACEITE;87969
NORTE DE SANTANDER;OTROS PERMANENTES;CACAO;88026
NORTE DE SANTANDER;OTROS PERMANENTES;CAFE;194176
NORTE DE SANTANDER;OTROS PERMANENTES;CAÑA AZUCARERA;3082
NORTE DE SANTANDER;OTROS PERMANENTES;CAÑA MIEL;11
NORTE DE SANTANDER;OTROS PERMANENTES;CAÑA PANELERA;57849
NORTE DE SANTANDER;OTROS TRANSITORIOS;TABACO RUBIO;2223,5
NORTE DE SANTANDER;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;CIMARRON;70
NORTE DE SANTANDER;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;PLANTAS AROMATICAS;54
NORTE DE SANTANDER;TUBERCULOS Y PLATANOS;ARRACACHA;4506
NORTE DE SANTANDER;TUBERCULOS Y PLATANOS;PAPA;9713,5
NORTE DE SANTANDER;TUBERCULOS Y PLATANOS;PAPA CRIOLLA;2152
NORTE DE SANTANDER;TUBERCULOS Y PLATANOS;PLATANO;83927
NORTE DE SANTANDER;TUBERCULOS Y PLATANOS;YUCA;61236
PUTUMAYO;CEREALES;ARROZ SECANO MANUAL;6000,5
PUTUMAYO;CEREALES;MAIZ TRADICIONAL;35529
PUTUMAYO;FORESTALES;CAUCHO;3364
PUTUMAYO;FRUTALES;ARAZA;258
PUTUMAYO;FRUTALES;BANANITO;10517
PUTUMAYO;FRUTALES;BANANO;287
PUTUMAYO;FRUTALES;CHIRO;1511
PUTUMAYO;FRUTALES;CHONTADURO;11067
PUTUMAYO;FRUTALES;COPOAZU;207
PUTUMAYO;FRUTALES;GRANADILLA;188
PUTUMAYO;FRUTALES;LULO;721
PUTUMAYO;FRUTALES;MANZANA;102
PUTUMAYO;FRUTALES;MORA;108
PUTUMAYO;FRUTALES;PAPAYUELA;10
PUTUMAYO;FRUTALES;PIÑA;5381
PUTUMAYO;FRUTALES;TOMATE DE ARBOL;369
PUTUMAYO;HORTALIZAS;ACELGA;1,5
PUTUMAYO;HORTALIZAS;CEBOLLA DE RAMA;1
PUTUMAYO;HORTALIZAS;CILANTRO;1
PUTUMAYO;HORTALIZAS;LECHUGA;2
PUTUMAYO;HORTALIZAS;PALMITO;3589
PUTUMAYO;HORTALIZAS;REPOLLO;1
PUTUMAYO;HORTALIZAS;TOMATE;185
PUTUMAYO;HORTALIZAS;ZANAHORIA;2
PUTUMAYO;LEGUMINOSAS;ARVEJA;88,5
PUTUMAYO;LEGUMINOSAS;FRIJOL;3513
PUTUMAYO;LEGUMINOSAS;MANI;120
PUTUMAYO;OLEAGINOSAS;SACHA INCHI;77
PUTUMAYO;OTROS PERMANENTES;CACAO;7730
PUTUMAYO;OTROS PERMANENTES;CAFE;337
PUTUMAYO;OTROS PERMANENTES;CAÑA PANELERA;15442
PUTUMAYO;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;ALBAHACA;77
PUTUMAYO;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;PIMIENTA;1343
PUTUMAYO;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;PLANTAS AROMATICAS;78
PUTUMAYO;TUBERCULOS Y PLATANOS;PAPA;118,5
PUTUMAYO;TUBERCULOS Y PLATANOS;PAPA CRIOLLA;17
PUTUMAYO;TUBERCULOS Y PLATANOS;PLATANO;38194
PUTUMAYO;TUBERCULOS Y PLATANOS;YOTA;65
PUTUMAYO;TUBERCULOS Y PLATANOS;YUCA;17359
